Data,d3_mean,month_std,lag1d,day_of_week,season,trend,seasonal
2022-10-06,8.15226366666667,4.866194618114739,10.287133,3,3,13.131290811130146,0.11760252984157396
2022-10-07,9.337545666666669,4.865757676620406,10.214264,4,3,13.613071253307812,1.4484191813660308
2022-10-08,11.151713666666668,4.872432562945273,12.953744,5,3,14.21263658037769,2.517253351789712
2022-10-09,15.28811866666667,5.269105055473408,22.696348,6,3,14.891798428367954,-3.017070856491154
2022-10-10,14.695461333333336,5.2794991089021766,8.436292,0,3,15.571201629471693,-1.8913634858245594
2022-10-11,13.794489333333336,5.281931671063786,10.250828,1,3,16.15499073594641,-2.329154854166697
2022-10-12,10.19016666666667,5.2432505228785065,11.88338,2,3,16.59500959500647,1.7067832608454234
2022-10-13,14.115191666666668,5.408979093292251,20.211367,3,3,16.903726215710776,0.5096847420148387
2022-10-14,18.027805,5.725584804879806,21.988668,4,3,17.118803407331143,-0.28599469017555607
2022-10-15,22.914378666666668,6.265961956144208,26.543101,5,3,17.271967603510202,1.3031164935608932
2022-10-16,24.341365666666672,6.568631495144266,24.492328,6,3,17.35157484558476,2.45564244767355
2022-10-17,22.93235466666667,6.545720512978292,17.761635,0,3,17.325559551977662,0.25137481056852495
2022-10-18,21.039455333333336,6.5265028840906645,20.864403,1,3,17.21327212939515,0.4583797429487644
2022-10-19,19.67276,6.397605046078364,20.392242,2,3,17.048285851650107,-0.8046259469588019
2022-10-20,16.636893333333337,6.314409285901945,8.654035,3,3,16.82773407045657,0.9232038223028864
2022-10-21,12.046742000000002,6.200291583375253,7.093949,4,3,16.60102677037238,-2.7328494745365304
2022-10-22,9.833349333333336,6.126153377877204,13.752064,5,3,16.45530328677162,-0.8176115846761832
2022-10-23,13.921438000000002,6.1104309016865015,20.918301,6,3,16.462374439823638,-2.443399109472867
2022-10-24,16.600421333333333,6.0481391842432455,15.130899,0,3,16.61912356279131,-0.19466330165599183
2022-10-25,17.217268333333337,6.028424596073974,15.602605,1,3,16.85553717847347,-1.3919436333288688
2022-10-26,14.042448000000002,5.761590823784654,11.39384,2,3,17.11416694678904,-0.14444929233235904
2022-10-27,12.101278000000002,5.688166399176233,9.307389,3,3,17.368975314372346,1.6948606552868595
2022-10-28,14.079000000000002,5.8180365270457735,21.535771,4,3,17.620505759193346,5.9059391382901305
2022-10-29,20.495428333333336,6.433394797124848,30.643125,5,3,17.847969811660537,1.1588063838998914
2022-10-30,23.49492566666667,6.403239153415716,18.305881,6,3,18.01119282972981,0.1418545500719552
2022-10-31,23.446363000000005,6.458596128970249,21.390083,0,3,18.11004378204751,-0.6306475626901983
2022-11-01,20.065662333333336,6.510167390775986,20.501023,1,3,18.151388883481808,-0.7253347037277051
2022-11-02,21.075587333333335,6.498753536717106,21.335656,2,3,18.08527954099961,-0.8147558156638225
2022-11-03,19.194808333333334,6.240984853674598,15.747746,3,3,17.841821618815594,2.328291063151288
2022-11-04,16.007895333333334,6.098692963248343,10.940284,4,3,17.424734462377085,-3.185137904260303
2022-11-05,14.985941333333336,5.9819307611098775,18.269794,5,3,16.930620631257597,-3.546383244037353
2022-11-06,15.107047666666668,5.8475354204357535,16.111065,6,3,16.49391385588681,-4.135427703603543
2022-11-07,16.110830333333336,5.82551997852668,13.951632,0,3,16.1805288110773,-2.5400711446002195
2022-11-08,16.140968333333337,5.7376670646875745,18.360208,1,3,15.976679809361247,-0.3086310871827085
2022-11-09,15.675153333333334,5.522806214842264,14.71362,2,3,15.84812476185329,8.595293397289687
2022-11-10,18.31187266666667,5.419960863550161,21.86179,3,3,15.791654694818195,2.234739798368587
2022-11-11,17.066238333333335,5.341868440138135,14.623305,4,3,15.798213099693282,-0.14964258027888622
2022-11-12,15.324638000000002,5.5267827335934525,9.488819,5,3,15.859770476414582,5.986875639543419
2022-11-13,12.881562333333335,5.480266414206331,14.532563,6,3,15.995382385236063,-1.3533896192511128
2022-11-14,12.687960000000002,5.209241183841275,14.042498,0,3,16.2764607680847,-0.48506205552242926
2022-11-15,16.195448666666667,5.040317392978359,20.011285,1,3,16.781573165012645,3.1641868029251574
2022-11-16,21.305481333333336,5.5925502497306265,29.862661,2,3,17.5369195154964,-3.578022137545146
2022-11-17,19.243216,5.7819337438405505,7.855702,3,3,18.50428066840534,-6.532173495235595
2022-11-18,14.804323000000002,6.0041605663449245,6.694606,4,3,19.596272060890882,-6.534548621535738
2022-11-19,8.472568000000003,5.9227122799724246,10.867396,5,3,20.711428604665958,-5.711251501731666
2022-11-20,10.698197000000002,5.6807759562440925,14.532589,6,3,21.785767531463954,-2.291450649508455
2022-11-21,14.351049333333336,5.662468397804834,17.653163,0,3,22.78342674051353,11.205653092127225
2022-11-22,21.747308000000004,6.374946343855372,33.056172,1,3,23.675044887231618,6.254803563642288
2022-11-23,26.942270333333337,6.800916951972597,30.117476,2,3,24.446713728309337,-1.3709249197390034
2022-11-24,29.954012666666667,6.995813455043659,26.68839,3,3,25.101088436334564,12.455142810313943
2022-11-25,31.260271333333332,7.7090472372719345,36.974948,4,3,25.613863189580087,-3.448033092966933
2022-11-26,31.247921333333334,7.772140953952819,30.080426,5,3,25.979537649898337,-3.280814277366165
2022-11-27,31.71335433333333,7.925858277869204,28.084689,6,3,26.231127583075942,2.9453020977539337
2022-11-28,29.064371000000005,7.853248201075367,29.027998,0,3,26.3307909964521,-3.5232759351511955
2022-11-29,27.020290666666668,7.890574617643821,23.948185,1,3,26.246014579765603,-8.51467006659341
2022-11-30,24.933896000000004,7.894169565555833,21.825505,2,3,25.979045160633667,-7.582049038404283
2022-12-01,22.817504333333336,7.911542463498834,22.678823,3,0,25.56068850858535,-4.7593102320779455
2022-12-02,21.444908666666667,7.906225518173877,19.830398,4,0,25.012917932155766,-1.5854494200735152
2022-12-03,20.102359000000003,7.87927321105184,17.797856,5,0,24.337003059894453,11.257036905749636
2022-12-04,23.379870333333333,8.024280598771659,32.511357,6,0,23.5517982955368,9.64310112872581
2022-12-05,26.016398,8.117820543061052,27.739981,0,0,22.816375447304186,-1.6517841865603842
2022-12-06,27.30452,8.06917726666045,21.662222,1,0,22.39332317160051,11.059107242053345
2022-12-07,35.728652000000004,10.379713642955512,57.783753,2,0,22.447497281965315,-1.7992657454199574
2022-12-08,28.024115333333338,10.860197466352961,4.626371,3,0,22.916075282015772,-5.969639525396518
2022-12-09,24.407776000000002,10.973674076070372,10.813204,4,0,23.650258294613703,2.5985770691920305
2022-12-10,13.092968000000004,10.979317861492197,23.839329,5,0,24.51035640252432,-3.2647014755070383
2022-12-11,18.84418166666667,10.891348463567933,21.880012,6,0,25.36517214480965,-9.605504955658816
2022-12-12,18.08824566666667,10.930657713347973,8.545396,0,0,26.102943084249514,-7.394490745173451
2022-12-13,12.312863000000002,11.218533762978842,6.513181,1,0,26.679912628762356,-1.7089760184045941
2022-12-14,6.567685666666669,11.571695335244204,4.64448,2,0,27.144873776747634,-1.1774079507825033
2022-12-15,15.155083333333337,11.796003437464151,34.307589,3,0,27.609276501142226,9.247867252305824
2022-12-16,33.545595999999996,13.78322487163315,61.684719,4,0,28.154196787256645,10.832459585757865
2022-12-17,53.74491499999999,15.467786353057063,65.242437,5,0,28.640014200625448,-1.659739922488805
2022-12-18,50.920956999999994,15.074080695169222,25.835715,6,0,28.738316431976276,9.871479934487727
2022-12-19,40.815813999999996,14.84171082766405,31.36929,0,0,28.266672645103707,0.06591419141035881
2022-12-20,29.288757333333333,14.689222161896623,30.661267,1,0,27.179208222527233,-9.04206814708266
2022-12-21,27.66175233333333,14.629693525406013,20.9547,2,0,24.62210905516354,1.9667957604280657
2022-12-22,26.663646,14.58804357757428,28.374971,3,0,22.1200617344372,-2.657125765102323
2022-12-23,23.470418,14.611903753641286,21.081583,4,0,19.686775151499788,-10.493756689447679
2022-12-24,21.565436000000002,14.757401412565839,15.239754,5,0,17.27297743835801,-7.150712253759344
2022-12-25,18.541674999999998,14.664263745060056,19.303688,6,0,14.848278210694623,1.6646957263696809
2022-12-26,22.79948333333333,14.720150733634858,33.855008,0,0,12.39174888363887,-0.3122800685375675
2022-12-27,21.263458,14.96638561199288,10.631678,1,0,9.885822718619883,7.300714921900423
2022-12-28,15.560666666666668,15.51767542424186,2.195314,2,0,7.321452385040406,12.126848954472646
2022-12-29,5.714974000000001,15.938827809296106,4.31793,3,0,4.701300498687484,-1.7766335059747047
2022-12-30,3.8583336666666668,16.292804343707683,5.061757,4,0,2.0362571483412673,7.351110327635819
2022-12-31,5.110149333333333,16.588894933704317,5.950761,5,0,-0.6625806421937779,2.5330207305161276
